,open_usdt,high_usdt,low_usdt,close_usdt,volume_usdt,open_usd,high_usd,low_usd,close_usd,volume_usd
2023-03-07 18:41:00+00:00,22228.43,22234.56,22215.29,22230.5,263.28768,22226.49,22231.31,22216.36,22229.94,26.99557307
2023-03-07 18:42:00+00:00,22230.5,22231.09,22215.05,22222.8,239.65272,22229.93,22229.93,22215.71,22219.68,2.75284665
2023-03-07 18:43:00+00:00,22222.2,22224.95,22202.0,22219.94,326.55649,22219.68,22223.04,22203.41,22218.97,3.97684087
2023-03-07 18:44:00+00:00,22219.94,22222.0,22207.01,22210.01,183.09297,22220.1,22220.1,22208.67,22210.85,2.93123453
2023-03-07 18:45:00+00:00,22211.0,22226.26,22208.05,22224.84,225.35985,22210.86,22224.9,22209.83,22224.89,2.5613659
2023-03-07 18:46:00+00:00,22225.57,22233.1,22208.31,22208.31,283.56838,22224.88,22232.24,22211.54,22211.54,3.78759252
2023-03-07 18:47:00+00:00,22208.31,22222.43,22207.35,22216.97,193.45619,22211.54,22219.5,22209.8,22216.06,5.64627916
2023-03-07 18:48:00+00:00,22216.97,22218.45,22204.25,22205.43,161.64366,22217.07,22218.08,22204.59,22205.06,3.5860614
2023-03-07 18:49:00+00:00,22204.26,22209.78,22160.64,22182.28,916.72482,22205.06,22206.54,22162.58,22183.01,12.49296207
2023-03-07 18:50:00+00:00,22182.28,22197.0,22177.8,22188.24,252.47422,22183.5,22195.24,22179.31,22189.69,4.00016746
2023-03-07 18:51:00+00:00,22188.24,22204.54,22185.03,22196.74,250.55588,22189.68,22203.83,22186.33,22200.9,7.32440742
2023-03-07 18:52:00+00:00,22195.27,22214.3,22193.0,22198.14,275.54008,22198.34,22212.34,22193.93,22199.56,5.0406351
2023-03-07 18:53:00+00:00,22198.91,22201.25,22184.04,22190.55,160.30249,22199.32,22201.04,22185.06,22192.14,4.11073105
2023-03-07 18:54:00+00:00,22190.55,22192.99,22169.39,22177.47,186.30552,22192.18,22192.18,22172.32,22178.01,3.06842682
2023-03-07 18:55:00+00:00,22177.47,22188.89,22176.07,22186.69,181.45205,22178.01,22188.39,22173.42,22184.8,8.20290448
2023-03-07 18:56:00+00:00,22186.69,22189.49,22177.21,22183.78,138.12629,22184.81,22185.41,22177.35,22184.82,1.62345125
2023-03-07 18:57:00+00:00,22184.39,22198.28,22180.28,22190.76,187.60002,22184.81,22195.77,22180.62,22188.71,9.57723979
2023-03-07 18:58:00+00:00,22192.07,22212.92,22187.54,22206.78,299.50905,22190.26,22207.33,22186.42,22205.33,6.40421624
2023-03-07 18:59:00+00:00,22206.78,22209.0,22198.06,22199.96,182.59323,22205.32,22205.33,22196.14,22197.24,4.59496341
2023-03-07 19:00:00+00:00,22198.49,22209.18,22196.13,22202.44,243.61012,22196.49,22206.56,22195.31,22201.58,4.22299657
2023-03-07 19:01:00+00:00,22201.37,22213.67,22200.8,22212.99,140.59116,22201.59,22211.31,22200.4,22211.31,4.67416033
2023-03-07 19:02:00+00:00,22213.02,22215.85,22203.69,22210.09,270.35826,22210.63,22212.68,22202.84,22210.03,1.96458604
2023-03-07 19:03:00+00:00,22210.66,22211.18,22189.29,22190.39,213.09685,22210.03,22210.03,22188.61,22190.2,2.59040592
2023-03-07 19:04:00+00:00,22189.45,22194.31,22182.88,22192.51,118.03327,22190.19,22190.28,22181.38,22188.79,10.65519204
2023-03-07 19:05:00+00:00,22191.92,22198.13,22188.47,22189.71,77.8171,22190.25,22195.26,22188.82,22189.27,3.05526972
2023-03-07 19:06:00+00:00,22189.0,22203.46,22188.92,22201.4,139.25856,22189.28,22200.66,22189.27,22199.7,18.17797356
2023-03-07 19:07:00+00:00,22201.4,22211.34,22198.75,22210.04,172.5833,22199.7,22208.1,22197.26,22207.29,2.57974343
2023-03-07 19:08:00+00:00,22209.25,22214.96,22207.62,22212.2,105.1889,22207.11,22210.73,22204.94,22210.73,3.36159786
2023-03-07 19:09:00+00:00,22212.2,22217.11,22210.32,22213.08,102.16763,22210.72,22214.73,22208.5,22211.64,1.77455488
2023-03-07 19:10:00+00:00,22212.55,22220.29,22207.51,22219.58,146.61862,22210.96,22218.34,22206.66,22218.1,2.58483643
2023-03-07 19:11:00+00:00,22219.58,22221.0,22208.23,22212.69,176.03918,22218.1,22218.33,22206.13,22211.32,7.52609439
2023-03-07 19:12:00+00:00,22212.69,22227.14,22209.01,22225.91,169.19112,22210.51,22225.7,22209.05,22225.67,10.39341365
2023-03-07 19:13:00+00:00,22226.78,22249.98,22224.67,22249.75,194.85394,22225.69,22249.58,22225.25,22247.75,2.73134368
2023-03-07 19:14:00+00:00,22248.6,22249.75,22225.82,22232.65,299.00155,22248.48,22249.42,22230.79,22232.73,6.71212806
2023-03-07 19:15:00+00:00,22233.28,22233.65,22219.51,22225.23,297.24848,22232.73,22233.37,22218.36,22224.95,4.05174167
2023-03-07 19:16:00+00:00,22225.23,22235.2,22223.7,22233.98,134.09385,22225.06,22234.63,22225.05,22232.84,1.89717513
2023-03-07 19:17:00+00:00,22233.98,22244.77,22233.98,22237.03,141.76671,22233.78,22244.2,22233.78,22235.53,3.60695776
2023-03-07 19:18:00+00:00,22236.4,22237.53,22218.24,22226.07,174.08208,22235.53,22237.42,22219.53,22222.56,6.88538169
2023-03-07 19:19:00+00:00,22226.07,22232.73,22218.63,22226.87,131.80716,22223.24,22231.72,22220.64,22228.38,2.13052027
2023-03-07 19:20:00+00:00,22227.54,22243.99,22226.03,22235.02,163.15169,22228.37,22241.88,22228.37,22234.75,2.91978082
2023-03-07 19:21:00+00:00,22235.69,22236.14,22220.51,22223.48,142.83471,22234.74,22234.74,22219.27,22222.5,4.46571546
2023-03-07 19:22:00+00:00,22222.52,22229.97,22215.32,22217.69,151.68875,22223.06,22227.56,22216.08,22216.08,4.01965692
2023-03-07 19:23:00+00:00,22216.92,22217.68,22200.01,22203.05,214.34628,22216.08,22216.08,22200.84,22201.69,6.12055635
2023-03-07 19:24:00+00:00,22203.04,22207.87,22191.58,22197.78,140.8305,22203.09,22206.48,22192.63,22197.67,1.84854557
2023-03-07 19:25:00+00:00,22197.78,22203.07,22181.53,22191.43,189.91903,22197.67,22202.85,22182.84,22190.44,2.78159113
2023-03-07 19:26:00+00:00,22190.08,22204.87,22186.74,22203.2,136.89614,22190.45,22204.58,22184.37,22202.51,11.45136325
2023-03-07 19:27:00+00:00,22203.2,22209.9,22195.3,22197.38,92.35922,22203.09,22208.93,22196.17,22196.4,3.99069822
2023-03-07 19:28:00+00:00,22197.08,22206.02,22194.85,22204.85,123.06394,22197.8,22205.2,22195.44,22204.87,1.57336445
2023-03-07 19:29:00+00:00,22204.25,22223.0,22203.63,22213.26,179.24025,22205.15,22221.77,22203.59,22212.0,4.73376676
2023-03-07 19:30:00+00:00,22213.26,22222.04,22206.76,22219.67,154.32139,22212.0,22219.95,22207.76,22219.04,3.3524996
2023-03-07 19:31:00+00:00,22218.71,22225.0,22210.0,22212.42,133.92412,22219.03,22223.64,22209.27,22210.56,1.43097014
2023-03-07 19:32:00+00:00,22212.43,22212.99,22203.16,22208.28,133.93827,22210.56,22211.82,22203.4,22206.86,1.78075724
2023-03-07 19:33:00+00:00,22208.58,22209.99,22199.27,22204.99,161.63178,22206.3,22209.51,22200.01,22207.87,2.81205404
2023-03-07 19:34:00+00:00,22205.73,22209.5,22200.67,22206.06,108.66991,22206.6,22209.78,22201.17,22206.36,2.57401328
2023-03-07 19:35:00+00:00,22206.06,22208.5,22198.98,22206.02,112.41441,22206.36,22208.58,22200.37,22204.84,1.40583801
2023-03-07 19:36:00+00:00,22205.37,22211.9,22202.87,22211.27,66.43609,22204.83,22212.28,22204.83,22211.23,2.41219922
2023-03-07 19:37:00+00:00,22211.27,22219.0,22210.65,22217.24,94.6104,22211.23,22219.5,22211.22,22218.64,1.08389826
2023-03-07 19:38:00+00:00,22217.23,22217.64,22209.46,22215.95,101.94077,22218.01,22218.66,22212.02,22215.8,1.48815886
2023-03-07 19:39:00+00:00,22215.36,22217.06,22204.03,22204.03,116.05003,22215.94,22217.34,22206.02,22206.03,3.22567075
2023-03-07 19:40:00+00:00,22204.66,22214.23,22201.53,22214.23,172.55592,22206.32,22210.56,22202.55,22210.56,4.60620191
2023-03-07 19:41:00+00:00,22213.62,22218.09,22208.08,22209.25,129.61902,22212.66,22216.98,22209.04,22209.07,1.68896866
2023-03-07 19:42:00+00:00,22208.3,22210.85,22201.63,22203.11,100.13303,22209.04,22210.19,22202.3,22202.31,4.70035382
2023-03-07 19:43:00+00:00,22203.66,22206.38,22194.21,22195.73,137.11313,22202.32,22206.06,22194.98,22194.98,3.14196959
2023-03-07 19:44:00+00:00,22195.34,22198.21,22185.92,22190.14,133.23051,22194.99,22197.87,22187.33,22190.84,1.98367959
2023-03-07 19:45:00+00:00,22190.14,22201.93,22185.11,22199.46,177.89742,22190.83,22200.07,22187.47,22199.5,8.83373049
2023-03-07 19:46:00+00:00,22199.46,22209.38,22194.82,22196.34,137.68782,22199.49,22209.31,22197.84,22198.7,8.54311104
2023-03-07 19:47:00+00:00,22197.67,22202.14,22190.11,22193.33,128.0608,22198.69,22202.11,22191.27,22194.77,4.99343563
2023-03-07 19:48:00+00:00,22193.33,22201.11,22190.57,22198.09,146.12773,22194.31,22199.51,22192.25,22198.95,2.54401603
2023-03-07 19:49:00+00:00,22198.09,22207.67,22196.34,22200.01,146.79068,22198.94,22205.83,22197.84,22200.79,6.81556571
2023-03-07 19:50:00+00:00,22200.01,22204.17,22195.42,22199.36,95.33938,22200.33,22204.44,22196.46,22199.64,3.69376425
2023-03-07 19:51:00+00:00,22199.76,22203.23,22193.98,22199.88,132.00082,22199.64,22200.09,22197.34,22200.09,1.71787842
2023-03-07 19:52:00+00:00,22199.98,22212.49,22197.46,22206.81,130.89957,22200.09,22208.86,22197.16,22205.57,1.80514779
2023-03-07 19:53:00+00:00,22205.72,22212.53,22202.65,22209.89,92.89271,22206.02,22210.0,22203.72,22209.22,2.97048888
2023-03-07 19:54:00+00:00,22209.89,22215.0,22205.12,22211.24,112.41249,22209.99,22212.53,22207.44,22211.67,3.43795792
2023-03-07 19:55:00+00:00,22211.23,22211.25,22198.54,22200.85,171.61745,22211.67,22211.67,22197.95,22200.2,3.60548687
2023-03-07 19:56:00+00:00,22200.84,22216.0,22192.96,22204.31,231.24237,22200.2,22211.95,22192.92,22203.14,5.63652139
2023-03-07 19:57:00+00:00,22204.31,22205.49,22054.92,22107.77,2028.32312,22203.13,22203.96,22061.69,22109.6,112.83896367
2023-03-07 19:58:00+00:00,22107.77,22136.54,22102.39,22127.44,644.27125,22110.96,22135.82,22103.96,22127.37,43.43981181
2023-03-07 19:59:00+00:00,22126.64,22150.0,22124.28,22124.77,467.82486,22127.37,22149.68,22124.11,22126.49,33.39694053
2023-03-07 20:00:00+00:00,22125.99,22138.58,22120.09,22138.27,357.55587,22126.45,22135.03,22118.98,22135.03,14.16980392
2023-03-07 20:01:00+00:00,22137.14,22145.29,22095.25,22101.6,682.37677,22134.93,22143.74,22095.9,22099.06,26.07316193
2023-03-07 20:02:00+00:00,22101.6,22117.77,22084.95,22097.97,547.78983,22099.11,22113.7,22085.88,22095.6,19.32311164
2023-03-07 20:03:00+00:00,22099.27,22108.99,22085.15,22092.46,412.05443,22096.22,22105.71,22086.32,22091.9,12.69123471
2023-03-07 20:04:00+00:00,22092.46,22092.48,22042.81,22058.71,581.18911,22091.89,22091.89,22042.93,22059.01,8.20775652
2023-03-07 20:05:00+00:00,22058.71,22095.0,22055.0,22077.74,461.70284,22059.0,22091.85,22056.86,22077.17,7.33003624
2023-03-07 20:06:00+00:00,22078.31,22090.69,22057.82,22067.83,348.77011,22077.74,22088.43,22057.77,22065.58,11.10497243
2023-03-07 20:07:00+00:00,22067.83,22069.88,22022.69,22040.9,656.68422,22065.58,22065.58,22025.0,22042.78,16.20621217
2023-03-07 20:08:00+00:00,22040.1,22045.72,22007.46,22014.47,555.12515,22042.62,22045.11,22009.55,22012.96,29.9358343
2023-03-07 20:09:00+00:00,22014.47,22050.56,22012.63,22033.81,442.51588,22013.01,22048.16,22013.01,22032.65,57.48614835
2023-03-07 20:10:00+00:00,22033.13,22038.18,21996.0,22014.6,740.84982,22032.65,22034.99,21988.88,22013.7,19.99980639
2023-03-07 20:11:00+00:00,22014.6,22077.12,22005.0,22076.55,341.5572,22013.33,22075.24,22006.75,22075.21,13.09677047
2023-03-07 20:12:00+00:00,22076.55,22089.36,22052.07,22065.5,576.73143,22075.17,22088.54,22051.89,22063.13,16.62066409
2023-03-07 20:13:00+00:00,22066.42,22079.17,22055.57,22065.34,425.53097,22062.27,22073.95,22053.89,22064.91,20.76274808
2023-03-07 20:14:00+00:00,22064.19,22076.41,22055.35,22071.1,372.26919,22064.7,22073.25,22055.16,22070.0,8.11867073
2023-03-07 20:15:00+00:00,22071.98,22087.09,22070.0,22083.48,243.09684,22069.99,22083.62,22069.99,22081.58,38.9186194
2023-03-07 20:16:00+00:00,22082.98,22110.0,22082.17,22093.8,310.85432,22082.1,22107.51,22080.32,22092.09,14.89396813
2023-03-07 20:17:00+00:00,22093.8,22102.06,22081.59,22081.93,256.47755,22093.54,22099.12,22082.22,22082.22,8.54308373
2023-03-07 20:18:00+00:00,22081.94,22099.35,22081.94,22097.05,209.60332,22081.32,22096.46,22081.32,22095.14,5.47648051
2023-03-07 20:19:00+00:00,22098.31,22106.93,22090.0,22101.31,248.63131,22095.14,22103.75,22090.31,22096.22,16.72672143
2023-03-07 20:20:00+00:00,22101.0,22101.99,22089.94,22099.51,213.74431,22096.21,22097.02,22086.97,22094.93,8.14424674
2023-03-07 20:21:00+00:00,22099.51,22107.34,22073.33,22076.02,255.7335,22095.0,22103.81,22072.52,22072.53,30.3075676
2023-03-07 20:22:00+00:00,22075.13,22076.02,22061.81,22063.88,323.64271,22072.52,22072.52,22061.46,22064.23,7.27794663
2023-03-07 20:23:00+00:00,22063.88,22085.0,22063.87,22069.44,232.82048,22064.23,22080.0,22062.42,22069.05,5.81527507
2023-03-07 20:24:00+00:00,22070.27,22083.28,22069.0,22072.43,180.44167,22069.39,22079.99,22067.2,22072.02,4.69792616
2023-03-07 20:25:00+00:00,22071.67,22075.48,22040.98,22048.13,293.08019,22072.03,22072.25,22041.13,22045.01,5.44057832
2023-03-07 20:26:00+00:00,22048.13,22054.37,22041.0,22045.82,169.38114,22046.5,22051.78,22040.01,22045.18,5.75752069
2023-03-07 20:27:00+00:00,22046.49,22058.79,22038.86,22058.39,244.73999,22045.2,22057.72,22038.38,22055.33,5.14676443
2023-03-07 20:28:00+00:00,22058.39,22072.41,22047.5,22049.51,282.21711,22055.33,22070.91,22048.19,22048.76,19.30487671
2023-03-07 20:29:00+00:00,22049.51,22051.04,21998.3,22029.18,666.12421,22048.2,22048.2,21999.99,22028.75,22.32786506
2023-03-07 20:30:00+00:00,22028.14,22054.0,22022.93,22053.18,389.81155,22028.75,22053.45,22022.67,22053.45,7.26236073
2023-03-07 20:31:00+00:00,22053.95,22069.74,22049.08,22068.39,251.6402,22053.44,22068.79,22049.33,22067.7,10.21729651
2023-03-07 20:32:00+00:00,22067.67,22087.85,22065.78,22073.48,262.2105,22067.7,22082.87,22067.06,22073.6,25.17891506
2023-03-07 20:33:00+00:00,22074.54,22096.37,22073.1,22086.4,266.71007,22073.6,22094.45,22073.6,22086.6,20.78513551
2023-03-07 20:34:00+00:00,22086.4,22108.73,22078.54,22100.13,293.17685,22085.54,22107.33,22080.54,22100.23,29.30736448
2023-03-07 20:35:00+00:00,22100.13,22124.58,22095.56,22109.66,385.45779,22100.22,22120.62,22096.87,22109.01,13.32515002
2023-03-07 20:36:00+00:00,22109.66,22118.8,22099.49,22112.01,360.93045,22109.0,22116.44,22099.19,22114.23,4.84895698
2023-03-07 20:37:00+00:00,22112.02,22130.1,22109.58,22120.41,281.50253,22111.87,22124.85,22110.57,22120.37,4.64607384
2023-03-07 20:38:00+00:00,22120.41,22125.36,22109.96,22116.66,208.26718,22119.81,22124.56,22110.21,22113.18,6.38913405
2023-03-07 20:39:00+00:00,22116.12,22118.99,22101.54,22103.83,221.1228,22113.19,22115.72,22102.4,22105.53,2.56015536
2023-03-07 20:40:00+00:00,22103.83,22122.99,22101.83,22119.99,260.81269,22106.69,22120.35,22102.97,22119.53,11.21822107
2023-03-07 20:41:00+00:00,22120.5,22136.63,22109.2,22111.21,260.43667,22119.53,22133.47,22110.79,22110.79,11.34096947
2023-03-07 20:42:00+00:00,22111.21,22122.12,22109.84,22119.45,178.86967,22110.25,22122.33,22110.25,22118.0,2.65422216
2023-03-07 20:43:00+00:00,22119.45,22124.94,22111.21,22118.25,256.24855,22118.01,22121.56,22110.81,22117.49,4.59128802
2023-03-07 20:44:00+00:00,22117.54,22119.56,22105.01,22109.91,182.88702,22117.48,22118.09,22110.82,22110.82,3.86168625
2023-03-07 20:45:00+00:00,22109.22,22112.2,22105.03,22106.92,141.38544,22110.82,22112.32,22105.46,22107.19,2.09102767
2023-03-07 20:46:00+00:00,22107.36,22107.87,22073.03,22087.69,367.74689,22106.87,22107.85,22076.04,22089.41,7.91418148
2023-03-07 20:47:00+00:00,22088.66,22093.86,22078.96,22080.41,199.14023,22089.41,22092.49,22080.49,22080.91,1.67940636
2023-03-07 20:48:00+00:00,22079.63,22083.33,22067.48,22072.18,223.1472,22079.85,22082.58,22068.96,22071.13,2.86955165
2023-03-07 20:49:00+00:00,22072.18,22078.95,22068.23,22077.63,121.15563,22071.15,22076.88,22068.61,22075.88,2.60450191
2023-03-07 20:50:00+00:00,22077.63,22085.18,22060.8,22076.8,382.29081,22075.88,22082.18,22063.66,22074.93,12.96575628
2023-03-07 20:51:00+00:00,22076.1,22078.71,22064.14,22065.72,158.23411,22075.73,22076.04,22063.19,22064.25,7.67057035
2023-03-07 20:52:00+00:00,22064.88,22065.72,22051.0,22059.55,269.52825,22064.73,22064.73,22051.6,22057.11,2.50729771
2023-03-07 20:53:00+00:00,22059.55,22085.37,22058.85,22080.28,225.05965,22061.0,22081.82,22059.36,22079.24,4.15850435
2023-03-07 20:54:00+00:00,22080.28,22087.52,22063.47,22065.65,204.55617,22079.23,22085.21,22060.16,22062.68,2.32121839
2023-03-07 20:55:00+00:00,22065.65,22075.07,22055.68,22058.7,215.96201,22062.68,22072.21,22054.6,22055.49,7.04263647
2023-03-07 20:56:00+00:00,22058.7,22062.96,22051.78,22053.59,154.81074,22055.5,22060.62,22051.83,22051.83,2.21946331
2023-03-07 20:57:00+00:00,22054.54,22056.31,22041.19,22047.95,178.78957,22054.16,22054.82,22040.68,22047.73,4.09668541
2023-03-07 20:58:00+00:00,22047.95,22062.36,22047.01,22057.0,252.36037,22047.73,22060.81,22047.64,22055.15,6.8691312
2023-03-07 20:59:00+00:00,22056.09,22066.45,22049.53,22054.51,300.72992,22055.13,22065.91,22048.84,22055.46,7.98291129
2023-03-07 21:00:00+00:00,22055.64,22064.34,22045.85,22062.36,279.09466,22054.64,22061.92,22043.98,22061.14,8.81195338
2023-03-07 21:01:00+00:00,22063.5,22072.41,22062.36,22065.48,183.128,22061.18,22070.49,22061.18,22065.18,9.43037143
2023-03-07 21:02:00+00:00,22065.48,22069.0,22054.38,22062.11,152.65627,22064.81,22066.24,22054.14,22058.56,18.58634089
2023-03-07 21:03:00+00:00,22063.26,22063.79,22055.99,22057.19,107.87319,22060.62,22060.63,22053.76,22056.11,6.96692811
2023-03-07 21:04:00+00:00,22057.91,22074.61,22053.0,22074.1,163.03693,22056.11,22071.7,22050.13,22070.89,12.16441159
2023-03-07 21:05:00+00:00,22074.1,22085.9,22071.3,22073.78,170.37362,22072.01,22078.46,22065.73,22070.0,31.47291692
2023-03-07 21:06:00+00:00,22073.78,22076.23,22056.91,22061.13,113.62532,22071.3,22071.3,22056.34,22058.21,12.74832368
2023-03-07 21:07:00+00:00,22061.13,22065.0,22057.0,22062.11,86.29882,22057.71,22060.23,22053.77,22059.66,9.85593848
2023-03-07 21:08:00+00:00,22062.11,22067.68,22055.48,22061.31,104.99945,22060.67,22064.61,22053.71,22059.33,6.59952872
2023-03-07 21:09:00+00:00,22062.12,22062.82,22044.86,22047.66,139.38849,22059.89,22059.89,22042.95,22045.9,3.50130131
2023-03-07 21:10:00+00:00,22047.2,22050.06,22016.8,22023.49,277.62033,22045.9,22047.09,22020.01,22024.91,9.67554818
2023-03-07 21:11:00+00:00,22022.12,22027.83,22013.0,22014.89,198.55834,22022.61,22025.67,22013.69,22014.93,2.91783785
2023-03-07 21:12:00+00:00,22014.21,22021.11,22011.11,22021.08,226.68221,22015.39,22019.56,22010.0,22019.56,8.19180799
2023-03-07 21:13:00+00:00,22020.36,22027.77,21943.0,22008.35,1220.57555,22020.83,22025.0,21944.42,22002.56,56.96793562
2023-03-07 21:14:00+00:00,22005.8,22009.96,21974.3,21989.87,519.57911,22005.16,22006.44,21971.84,21990.84,24.14405456
2023-03-07 21:15:00+00:00,21991.5,22050.0,21978.44,22046.55,452.22522,21990.85,22048.36,21975.24,22045.92,14.55200982
2023-03-07 21:16:00+00:00,22046.55,22049.54,22010.26,22024.94,419.87845,22041.24,22048.49,22010.02,22023.85,23.15864846
2023-03-07 21:17:00+00:00,22024.0,22039.38,22021.26,22030.98,257.18594,22023.57,22033.27,22021.7,22031.54,10.14625208
2023-03-07 21:18:00+00:00,22030.98,22035.0,22014.11,22024.42,243.62818,22031.54,22033.26,22013.89,22020.29,7.01749372
2023-03-07 21:19:00+00:00,22024.11,22024.64,22007.91,22015.42,152.41266,22022.93,22022.93,22008.5,22016.56,3.65513307
2023-03-07 21:20:00+00:00,22015.99,22030.78,22013.19,22017.86,202.60519,22016.55,22031.45,22013.71,22014.76,12.88277713
2023-03-07 21:21:00+00:00,22018.82,22019.19,21988.83,21988.84,290.43278,22018.13,22018.13,21989.27,21989.83,7.41528683
2023-03-07 21:22:00+00:00,21990.42,22003.41,21971.47,21972.45,290.68309,21989.83,22003.61,21973.0,21973.0,8.82449041
2023-03-07 21:23:00+00:00,21973.41,21996.86,21970.0,21991.67,214.03703,21971.64,21993.83,21971.64,21991.86,6.1904323
2023-03-07 21:24:00+00:00,21990.85,21992.72,21970.11,21976.71,210.39594,21991.5,21991.81,21971.76,21976.06,6.43595178
2023-03-07 21:25:00+00:00,21976.71,21994.77,21974.33,21993.94,190.34821,21976.06,21991.26,21974.35,21990.0,8.34561062
2023-03-07 21:26:00+00:00,21993.94,22016.29,21993.94,22012.02,216.41279,21991.79,22014.63,21991.79,22011.13,3.32663332
2023-03-07 21:27:00+00:00,22012.02,22013.91,22000.54,22011.82,149.29938,22010.61,22011.09,21999.26,22011.09,5.41672446
2023-03-07 21:28:00+00:00,22010.98,22021.84,22005.34,22012.91,158.91369,22011.16,22020.0,22003.87,22011.99,7.6498902
2023-03-07 21:29:00+00:00,22012.91,22023.5,22008.58,22023.5,100.16704,22012.47,22020.0,22008.09,22019.99,5.30020247
2023-03-07 21:30:00+00:00,22022.62,22040.28,22020.79,22036.97,293.22413,22019.93,22040.14,22019.93,22035.17,6.71330956
2023-03-07 21:31:00+00:00,22036.05,22064.99,22034.88,22061.03,249.84169,22036.44,22061.14,22036.43,22059.29,6.77462345
2023-03-07 21:32:00+00:00,22061.02,22061.04,22040.19,22054.22,194.21029,22059.3,22059.3,22039.27,22050.71,10.71565077
2023-03-07 21:33:00+00:00,22054.19,22063.43,22050.45,22054.61,116.81356,22052.05,22060.28,22051.14,22051.9,12.4116393
2023-03-07 21:34:00+00:00,22054.61,22058.35,22041.34,22047.03,180.44935,22051.41,22055.16,22039.59,22043.09,15.02053118
2023-03-07 21:35:00+00:00,22048.5,22060.85,22038.87,22050.59,252.02027,22048.01,22058.56,22038.5,22046.75,22.23214741
2023-03-07 21:36:00+00:00,22049.67,22060.27,22042.83,22046.28,216.58435,22047.98,22059.29,22043.39,22045.97,20.83268201
2023-03-07 21:37:00+00:00,22045.29,22056.59,22040.16,22051.78,111.08979,22045.96,22054.05,22039.54,22051.79,8.09244519
2023-03-07 21:38:00+00:00,22051.27,22057.35,22043.34,22054.28,90.87346,22051.79,22054.16,22043.93,22053.88,5.99365726
2023-03-07 21:39:00+00:00,22054.28,22095.26,22051.19,22092.78,318.19084,22054.08,22092.27,22051.95,22092.27,18.1534731
2023-03-07 21:40:00+00:00,22091.94,22099.99,22078.29,22084.96,254.13982,22092.25,22097.25,22077.89,22086.06,13.12809565
2023-03-07 21:41:00+00:00,22084.96,22098.91,22076.24,22097.09,172.47408,22086.07,22097.24,22077.61,22095.47,10.55021855
2023-03-07 21:42:00+00:00,22097.09,22110.09,22093.46,22106.88,266.85326,22095.59,22106.55,22093.69,22101.7,14.57570426
2023-03-07 21:43:00+00:00,22106.88,22116.66,22099.0,22103.35,223.73009,22105.46,22115.49,22099.47,22101.55,9.16750678
2023-03-07 21:44:00+00:00,22103.35,22112.5,22094.25,22104.16,208.60216,22101.81,22110.01,22095.27,22103.36,18.15336667
2023-03-07 21:45:00+00:00,22103.12,22107.09,22081.89,22083.86,184.43278,22103.36,22105.75,22084.14,22084.95,8.0206
2023-03-07 21:46:00+00:00,22083.86,22108.4,22077.5,22095.31,204.32796,22083.61,22105.93,22079.08,22095.1,6.37679068
2023-03-07 21:47:00+00:00,22094.5,22099.88,22078.8,22082.58,147.29286,22095.11,22100.17,22077.63,22078.77,7.2281393
2023-03-07 21:48:00+00:00,22083.67,22089.21,22077.72,22086.29,110.42686,22080.97,22086.8,22078.2,22085.47,4.28955394
2023-03-07 21:49:00+00:00,22086.29,22086.55,22054.9,22059.62,265.69096,22085.48,22085.48,22054.25,22059.4,14.8089595
2023-03-07 21:50:00+00:00,22059.62,22073.12,22055.11,22072.7,177.03471,22059.39,22070.17,22056.7,22069.78,7.93614007
2023-03-07 21:51:00+00:00,22071.94,22073.57,22053.7,22059.04,167.36329,22069.78,22070.71,22053.01,22057.59,10.40902123
2023-03-07 21:52:00+00:00,22059.98,22064.79,22056.05,22063.33,69.18867,22058.55,22061.16,22052.78,22061.16,3.77719652
2023-03-07 21:53:00+00:00,22063.33,22071.0,22059.61,22066.69,126.26364,22061.16,22067.64,22058.69,22064.67,7.54591097
2023-03-07 21:54:00+00:00,22066.69,22072.41,22065.02,22070.76,43.76651,22065.93,22070.55,22065.29,22070.46,3.93286791
2023-03-07 21:55:00+00:00,22071.6,22073.17,22059.0,22063.14,119.04536,22070.46,22071.41,22059.73,22062.13,6.84932785
2023-03-07 21:56:00+00:00,22063.99,22069.61,22051.27,22058.82,168.51736,22062.12,22068.15,22053.06,22057.89,12.56588057
2023-03-07 21:57:00+00:00,22058.82,22064.52,22056.46,22059.13,83.23346,22057.85,22063.95,22057.85,22060.23,4.95605061
2023-03-07 21:58:00+00:00,22059.13,22062.42,22050.82,22053.36,107.50159,22060.22,22060.22,22050.79,22053.11,8.82806349
2023-03-07 21:59:00+00:00,22053.36,22060.92,22053.13,22056.26,92.83244,22053.11,22058.78,22053.1,22055.64,3.63448854
2023-03-07 22:00:00+00:00,22055.95,22056.5,22046.87,22047.45,131.74195,22055.64,22055.64,22047.16,22048.17,2.4711513
2023-03-07 22:01:00+00:00,22048.12,22067.11,22047.35,22066.63,150.49562,22049.64,22065.67,22048.46,22065.67,3.5499394
2023-03-07 22:02:00+00:00,22066.63,22070.0,22060.97,22064.91,145.44676,22065.66,22068.67,22061.52,22065.56,3.11521994
2023-03-07 22:03:00+00:00,22064.91,22067.7,22057.07,22062.42,90.77952,22065.56,22065.56,22058.13,22061.96,1.35156283
2023-03-07 22:04:00+00:00,22062.93,22063.84,22034.33,22037.13,354.98846,22061.96,22061.96,22033.39,22037.67,11.1812167
2023-03-07 22:05:00+00:00,22037.13,22041.63,22012.86,22015.72,142.20149,22035.6,22037.67,22013.43,22015.07,5.89611545
